Type info; 	 message: Customer 1 was inserted
Type info; 	 message: Customer 87f37f96-e9b9-4784-a4fa-c6caf3f78572 was inserted
Type info; 	 message: Customer 05246d8a-716a-4720-bf44-36de753e9767 was inserted
Type info; 	 message: Product 0a3a64bd-2ef3-43b6-8471-3675f70b9985 was inserted
Type info; 	 message: Product 69b94129-b345-463b-8fa1-acabcdba752b was inserted
Type info; 	 message: Order Item 1c0b6ea1-3ec2-4acd-b350-1d439b3485aa was inserted
Type info; 	 message: Order Item de096e12-6430-4733-abf0-ff100852cd5e was inserted
Type info; 	 message: Order 8eaf254b-6450-4883-90cb-ce6d5d208629 was inserted
Type info; 	 message: Order Item 7b76b463-f5a3-4e15-9b87-d1874af9b5ee was inserted
Type info; 	 message: Order d8d8a2ab-7de4-416e-acc8-b01e809d1257 was inserted
Type info; 	 message: Order d8d8a2ab-7de4-416e-acc8-b01e809d1257 was deleted
Type info; 	 message: Customer d8d8a2ab-7de4-416e-acc8-b01e809d1257 was inserted
Type info; 	 message: Customer 926ff8cb-5dc1-464a-a7d8-e5134d2b9060 was inserted
Type info; 	 message: Product 5f841f77-50b1-4d0e-9899-cc6bb00755a7 was inserted
Type info; 	 message: Product d8fa86a3-3547-4aea-81d7-33ce81434ae0 was inserted
Type info; 	 message: Order Item 652d2852-c92a-4dc5-8b5d-1ffda4fdb4d6 was inserted
Type info; 	 message: Order Item 68acc517-ec19-439d-a02a-7985ac42efb5 was inserted
Type info; 	 message: Order 37aa363a-5ffa-44dd-993a-6cf547e9d71e was inserted
Type info; 	 message: Order Item d36b3039-ab07-4606-b299-b287310be05f was inserted
Type info; 	 message: Order 59ff3d05-04fb-44b6-b818-0b4859abc38e was inserted
Type info; 	 message: Order 59ff3d05-04fb-44b6-b818-0b4859abc38e was deleted
Type info; 	 message: Customer 59ff3d05-04fb-44b6-b818-0b4859abc38e was inserted
Type info; 	 message: Customer 5aeccf72-370d-4230-b406-b44a7d6e646e was inserted
Type info; 	 message: Product 20a531d4-11ed-4560-ba49-ef5fe7228c77 was inserted
Type info; 	 message: Product dbd2b8dc-dae1-4e97-8433-fbdae452bb4b was inserted
Type info; 	 message: Order Item 045735a5-1f7d-4a9e-9c8e-e3515c7290ae was inserted
Type info; 	 message: Order Item 58443c91-2840-4516-8159-c59dc425e36c was inserted
Type info; 	 message: Order 4d467a08-ce02-455a-a8a5-92c1f4b12fa9 was inserted
Type info; 	 message: Order Item 70dc05e2-6ab0-41af-96ff-7bed5cef73ab was inserted
Type info; 	 message: Order 48c67ad1-8a01-46e3-a049-b8a43946a4c5 was inserted
Type info; 	 message: Order 48c67ad1-8a01-46e3-a049-b8a43946a4c5 was deleted
Type info; 	 message: Customer 48c67ad1-8a01-46e3-a049-b8a43946a4c5 was inserted
Type info; 	 message: Customer 9403643b-c707-43f2-8b42-b9f777a63ee6 was inserted
Type info; 	 message: Product babafd42-1452-4a18-af4f-8cff4627440a was inserted
Type info; 	 message: Product 85067355-2bab-4a49-86a3-1ad9a9edb3d9 was inserted
Type info; 	 message: Order Item 334c896a-4992-4516-af6c-5c502d709589 was inserted
Type info; 	 message: Order Item 83afd7f6-9046-43d9-9f06-05c1eac34d8d was inserted
Type info; 	 message: Order cb52810b-27a8-4892-bdfb-6603e6cdeb5b was inserted
Type info; 	 message: Order Item 151805c5-2746-468a-9718-18dd174dc04c was inserted
Type info; 	 message: Order e74577a5-3925-42f8-acdc-54f5e3e0fb94 was inserted
Type info; 	 message: Order e74577a5-3925-42f8-acdc-54f5e3e0fb94 was deleted
Type info; 	 message: Customer e74577a5-3925-42f8-acdc-54f5e3e0fb94 was inserted
Type info; 	 message: Customer af68e9aa-5306-47af-a475-d26269af62fc was inserted
Type info; 	 message: Product fa699eb8-7741-4a73-bb9e-cdb99b33136a was inserted
Type info; 	 message: Product c6d96eab-96b0-4c4c-b787-a9e6470faa6d was inserted
Type info; 	 message: Order Item 79c98966-f496-479c-9e2f-ee6b3730d176 was inserted
Type info; 	 message: Order Item 387287e5-955d-477e-bddc-a9215be985fe was inserted
Type info; 	 message: Order 574c2167-6aa3-42f3-800f-a72a045eb5ec was inserted
Type info; 	 message: Order Item 54ad3d66-538c-4354-a514-c1f21289c7b4 was inserted
Type info; 	 message: Order 92d8054a-b554-4851-b610-a4866c6dcb9c was inserted
Type info; 	 message: Order 92d8054a-b554-4851-b610-a4866c6dcb9c was deleted
Type info; 	 message: Customer 92d8054a-b554-4851-b610-a4866c6dcb9c was inserted
Type info; 	 message: Customer a6cc3fc3-82b0-4503-bf68-4ea1245fec5c was inserted
Type info; 	 message: Customer 6b07bcfe-a4a0-4ab0-af55-f35fd439b995 was inserted
Type info; 	 message: Customer a1512cb1-51da-46d2-bde2-63d3bfba583a was inserted
Type info; 	 message: Customer 45af2dca-ab6a-43ea-a764-450cb307daa5 was inserted
Type info; 	 message: Customer 65568036-f466-4c14-9dfe-e34d93eb2c09 was inserted
Type info; 	 message: Customer 50430e3a-30b0-4dff-9efa-f22702ac2def was inserted
Type info; 	 message: Customer f2f14bef-f9c0-4c1c-884c-07acd081a6f6 was inserted
Type info; 	 message: Customer c9e78f3a-47b2-47fa-8d14-e522ec5ee669 was inserted
Type info; 	 message: User c9e78f3a-47b2-47fa-8d14-e522ec5ee669 was deleted
Type info; 	 message: Customer c9e78f3a-47b2-47fa-8d14-e522ec5ee669 was inserted
Type info; 	 message: ITYardService.Models.Customer bcf3b4ba-9cdf-41b2-b412-a452cea07424 was inserted
Type info; 	 message: ITYardService.Models.Product 23b73369-1128-49aa-8741-95b69fe5b2bf was inserted
Type info; 	 message: ITYardService.Models.Product 3282c546-9671-42dc-9fcb-83770a33fbab was inserted
Type info; 	 message: ITYardService.Models.OrderItem 67df322b-d1c3-4f35-9b3e-48a06aa37d33 was inserted
Type info; 	 message: ITYardService.Models.OrderItem 2ce58fce-f6c1-4be5-9fc7-6d142e102990 was inserted
Type info; 	 message: ITYardService.Models.Order 5012c309-08fa-411c-b05a-893b56188086 was inserted
Type info; 	 message: ITYardService.Models.OrderItem 695f0f41-a560-4f85-bce3-a6e3ef429d9b was inserted
Type info; 	 message: ITYardService.Models.Order 68185995-eea1-436d-b9c9-2ff2303f3d6e was inserted
Type info; 	 message: User 68185995-eea1-436d-b9c9-2ff2303f3d6e was deleted
Type info; 	 message: Customer 68185995-eea1-436d-b9c9-2ff2303f3d6e was inserted
Type info; 	 message: ITYardService.Models.Customer, ITYardService, Version=1.0.0.0, Culture=neutral, PublicKeyToken=null 51de32de-2ccf-4bd5-bedf-748b9165cbcd was inserted
Type info; 	 message: ITYardService.Models.Product, ITYardService, Version=1.0.0.0, Culture=neutral, PublicKeyToken=null 67b77c8f-89d4-4765-b816-42b962771a1d was inserted
Type info; 	 message: ITYardService.Models.Product, ITYardService, Version=1.0.0.0, Culture=neutral, PublicKeyToken=null 65d259e5-2524-487a-b037-0f0c2c44798a was inserted
Type info; 	 message: ITYardService.Models.OrderItem, ITYardService, Version=1.0.0.0, Culture=neutral, PublicKeyToken=null 4a3aabac-5e68-4054-8edc-3fbf106b917e was inserted
Type info; 	 message: ITYardService.Models.OrderItem, ITYardService, Version=1.0.0.0, Culture=neutral, PublicKeyToken=null 59f7e5fe-30e8-4d65-b9f6-8ebff67f030f was inserted
Type info; 	 message: ITYardService.Models.Order, ITYardService, Version=1.0.0.0, Culture=neutral, PublicKeyToken=null 9dc55551-090c-4884-a13d-51b201a4dbf0 was inserted
Type info; 	 message: ITYardService.Models.OrderItem, ITYardService, Version=1.0.0.0, Culture=neutral, PublicKeyToken=null ec1fef7d-7132-4a70-99c8-af7acd3d70b5 was inserted
Type info; 	 message: ITYardService.Models.Order, ITYardService, Version=1.0.0.0, Culture=neutral, PublicKeyToken=null 45f06900-cc6f-4e5c-9d5e-6fb5d21ae7ec was inserted
Type info; 	 message: User 45f06900-cc6f-4e5c-9d5e-6fb5d21ae7ec was deleted
Type info; 	 message: Customer 45f06900-cc6f-4e5c-9d5e-6fb5d21ae7ec was inserted
Type info; 	 message: ITYardService.Models.EntityBase c3e84fb8-0de2-49d3-80ef-073a068bf7c9 was inserted
Type info; 	 message: ITYardService.Models.EntityBase 123f1bcf-c26d-483e-a6ae-84b2cd69bce3 was inserted
Type info; 	 message: ITYardService.Models.EntityBase d019eac2-66d7-4516-8f21-f0dc04089f1f was inserted
Type info; 	 message: ITYardService.Models.EntityBase 69ec1997-3523-4bb6-b0f0-a70bb13457a7 was inserted
Type info; 	 message: ITYardService.Models.EntityBase d6983d43-5a3c-47a7-ac17-c24f9dd157a1 was inserted
Type info; 	 message: ITYardService.Models.EntityBase 5d50a4b7-2620-4b0c-830d-f9a198c6698c was inserted
Type info; 	 message: ITYardService.Models.EntityBase 097c71fc-84f2-4774-9c4d-ceacce674059 was inserted
Type info; 	 message: ITYardService.Models.EntityBase c8e84354-53ec-43bf-8f8e-f7bae1855ec4 was inserted
Type info; 	 message: User c8e84354-53ec-43bf-8f8e-f7bae1855ec4 was deleted
Type info; 	 message: Customer c8e84354-53ec-43bf-8f8e-f7bae1855ec4 was inserted
Type info; 	 message: ITYardService.Models.Customer 80522d18-b89d-47ec-9564-9789d1eede5b was inserted
Type info; 	 message: ITYardService.Models.Product cc4945e6-e3b7-4662-9913-007288542229 was inserted
Type info; 	 message: ITYardService.Models.Product 48de3b9c-1fbe-46cb-856c-19c127fde368 was inserted
Type info; 	 message: ITYardService.Models.OrderItem 9fe62b27-2089-413c-9f42-b1e88b2709ee was inserted
Type info; 	 message: ITYardService.Models.OrderItem a614c567-e9d4-4a9c-8cff-900b6e526ae2 was inserted
Type info; 	 message: ITYardService.Models.Order 796fe98c-5095-411e-9243-e133426214de was inserted
Type info; 	 message: ITYardService.Models.OrderItem fe627a93-b627-4851-9f0c-53339215a6fb was inserted
Type info; 	 message: ITYardService.Models.Order 0bfb63b4-d665-46ad-ba22-93c21cda1212 was inserted
Type info; 	 message: User 0bfb63b4-d665-46ad-ba22-93c21cda1212 was deleted
Type info; 	 message: Customer 0bfb63b4-d665-46ad-ba22-93c21cda1212 was inserted
Type info; 	 message: Customer d6989a03-a92d-43d3-95ef-ab3b92e4703c was inserted
Type info; 	 message: Product e937b522-d1aa-4d3f-9400-7735b729d313 was inserted
Type info; 	 message: Product 32ec0e43-9e94-417c-bfe8-696043776b00 was inserted
Type info; 	 message: OrderItem 36e1b07e-7f10-4b0f-a7b0-49c45b02ffeb was inserted
Type info; 	 message: OrderItem c2f27423-64a0-402c-9ef2-7026f5867c51 was inserted
Type info; 	 message: Order a1e36080-36ac-4ecf-a1fc-3bef1814a7ff was inserted
Type info; 	 message: OrderItem 6a0dfee5-18d2-48e5-bc0b-bbfe433612b8 was inserted
Type info; 	 message: Order d58a9c99-7d05-4e42-939c-6a09ba0063e3 was inserted
Type info; 	 message: User d58a9c99-7d05-4e42-939c-6a09ba0063e3 was deleted
Type info; 	 message: Customer d58a9c99-7d05-4e42-939c-6a09ba0063e3 was inserted
Type info; 	 message: Customer 	 fa1a73d3-1967-49ba-9555-30c43ae94e2d was inserted
Type info; 	 message: Product 	 50999c15-d52b-4f09-a9f4-9fc5f1029e3f was inserted
Type info; 	 message: Product 	 0bba0056-022a-4197-8c86-1a31cd377327 was inserted
Type info; 	 message: OrderItem 	 ab1b240b-be9c-40ff-8a14-870700270254 was inserted
Type info; 	 message: OrderItem 	 e7cad18e-f298-4881-ab6c-588827f7aa63 was inserted
Type info; 	 message: Order 	 739db2e4-8f21-43dc-b0f8-d565a6d7f94f was inserted
Type info; 	 message: OrderItem 	 dde49b03-d684-4b9c-a910-ea984e5d3e09 was inserted
Type info; 	 message: Order 	 dd853cc3-425f-4bbf-ac89-eaa9ced86d41 was inserted
Type info; 	 message: User dd853cc3-425f-4bbf-ac89-eaa9ced86d41 was deleted
Type info; 	 message: Customer dd853cc3-425f-4bbf-ac89-eaa9ced86d41 was inserted
Type info; 	 message: Customer	2c47e74b-45f8-4172-a218-a029a0e7b0c3 was inserted
Type info; 	 message: Product	557a9461-8b69-4f7a-8585-9a5cfed59347 was inserted
Type info; 	 message: Product	faed7ac9-a47d-4eba-9003-4a1f52f22da8 was inserted
Type info; 	 message: OrderItem	3cbbb054-970a-4544-b1df-35c67dfa80dd was inserted
Type info; 	 message: OrderItem	f2fb65b6-a218-426b-bfd4-048df9a5a2f2 was inserted
Type info; 	 message: Order	02d4aa35-7cf4-4d20-a1af-aa3469d908a7 was inserted
Type info; 	 message: OrderItem	555ec783-2ac9-4707-8e91-c68067fa1f38 was inserted
Type info; 	 message: Order	cf3ed8be-3e3a-4e95-bfcc-183f30a85b82 was inserted
Type info; 	 message: Order	cf3ed8be-3e3a-4e95-bfcc-183f30a85b82 was deleted
Type info; 	 message: Customer cf3ed8be-3e3a-4e95-bfcc-183f30a85b82 was inserted
Type info; 	 message: Customer	119b4fe1-9554-4e64-aac1-3f615407a22b was inserted
Type info; 	 message: Product	d407799c-b3dc-4b50-aab2-f5fbb3c264b5 was inserted
Type info; 	 message: Product	9a5b6411-bf8c-4d4c-8114-2e4e323e86f4 was inserted
Type info; 	 message: OrderItem	43f1540a-8023-4357-a16b-5dfb6701bc9f was inserted
Type info; 	 message: OrderItem	50ac3f28-f8cd-4ce5-8bc9-8267cae7daef was inserted
Type info; 	 message: Order	3ccbefa9-fe43-48fd-9382-8bb655fb03bc was inserted
Type info; 	 message: OrderItem	a5e4932e-de37-45b7-ab7b-34b3eb76a05a was inserted
Type info; 	 message: Order	79d21395-34fd-457c-80f0-aa4f07a740be was inserted
Type info; 	 message: Order	79d21395-34fd-457c-80f0-aa4f07a740be was deleted
Type info; 	 message: Customer 79d21395-34fd-457c-80f0-aa4f07a740be was inserted
Type info; 	 message: Customer	4268f8f0-3559-489c-9cad-b09d4f56eeb7 was inserted
Type info; 	 message: Product	71bf94b1-442e-445f-9bd7-1581a30ec712 was inserted
Type info; 	 message: Product	4727da03-72ab-481d-a231-8116fe9676bf was inserted
Type info; 	 message: OrderItem	d7f06887-c0a0-4851-96c0-e30840b600ea was inserted
Type info; 	 message: OrderItem	1efc9ccb-599b-406c-b195-a7ff10382ac0 was inserted
Type info; 	 message: Order	3e8fb485-655d-4bce-853e-47c2b1cdab8a was inserted
Type info; 	 message: OrderItem	47ab732a-09fe-4b44-90ef-8c04cf59102d was inserted
Type info; 	 message: Order	11e8dd82-42ae-47f7-8c10-4a19ad382fd6 was inserted
Type info; 	 message: Order	11e8dd82-42ae-47f7-8c10-4a19ad382fd6 was deleted
Type info; 	 message: Customer 11e8dd82-42ae-47f7-8c10-4a19ad382fd6 was inserted
Type info; 	 message: Customer  	fec3c66c-b390-4fbd-b9e1-2ad10a484f2f was inserted
Type info; 	 message: Product  	e4b40f5a-f55d-49de-b4d0-18b66d25f556 was inserted
Type info; 	 message: Product  	04b57660-ea14-4e46-97a7-7e360b0e0138 was inserted
Type info; 	 message: OrderItem  	3dc0d5ba-f46b-4fc1-84e5-a5ab817d676c was inserted
Type info; 	 message: OrderItem  	96329540-618f-4a10-b933-da9d2084d033 was inserted
Type info; 	 message: Order  	2baa3fc8-af14-4d72-9f3e-c540fa0ee32d was inserted
Type info; 	 message: OrderItem  	d352d442-7f27-468d-8d73-b1b2f6a89565 was inserted
Type info; 	 message: Order  	dae4d602-e712-4056-8aeb-3cd315910c29 was inserted
Type info; 	 message: Order  	dae4d602-e712-4056-8aeb-3cd315910c29 was deleted
Type info; 	 message: Customer dae4d602-e712-4056-8aeb-3cd315910c29 was inserted
Type info; 	 message: Customer  	42daebf0-ba41-4211-ae6d-1b6fc66ca792 was inserted
Type info; 	 message: Product  	d9425862-e94e-4572-88b9-8ea969be0294 was inserted
Type info; 	 message: Product  	d5be2679-055f-4bf1-8a2c-acf3920b3413 was inserted
Type info; 	 message: OrderItem  	d6b17cc5-d2bb-400a-a489-ae9e3b8eb1bb was inserted
Type info; 	 message: OrderItem  	6daf5e0d-fefc-490d-ada3-7660cf17bd61 was inserted
Type info; 	 message: Order  	c1642726-f5d0-406d-854a-623e9b983e96 was inserted
Type info; 	 message: OrderItem  	93b7ad09-26de-459e-9e54-1d0f90c6e376 was inserted
Type info; 	 message: Order  	d09c38a2-2a29-4a02-9d38-41371008153a was inserted
Type info; 	 message: Order  	d09c38a2-2a29-4a02-9d38-41371008153a was deleted
Type info; 	 message: Customer d09c38a2-2a29-4a02-9d38-41371008153a was inserted
Type info; 	 message: Customer  	72f3d677-17c1-4443-8780-052f097cb7e9 was inserted
Type info; 	 message: Product  	5097efe2-10c6-4fcc-a439-980f410fdc69 was inserted
Type info; 	 message: Product  	dae172d6-8fce-4457-bbb7-61064fee87cd was inserted
Type info; 	 message: OrderItem  	b1db2e18-15b0-48cf-98b5-7c3abc480df9 was inserted
Type info; 	 message: OrderItem  	ad41cf83-af9d-4d02-a70c-4b72dc22de8e was inserted
Type info; 	 message: Order  	4f9df635-572e-47a5-8c3a-16cf9d59953c was inserted
Type info; 	 message: OrderItem  	afe2f034-5794-4323-9b31-886e60bd08a6 was inserted
Type info; 	 message: Order  	99b7c98a-d74a-4a4f-b714-572d35fb92e4 was inserted
Type info; 	 message: Order  	99b7c98a-d74a-4a4f-b714-572d35fb92e4 was deleted
Type info; 	 message: ITYardService.Models.Order 99b7c98a-d74a-4a4f-b714-572d35fb92e4 was inserted
Type info; 	 message: Customer  	80ffa4fb-f1c1-4498-935a-0ce90785dded was inserted
Type info; 	 message: Product  	24329dc9-c76d-4152-95d2-b8b83079fbc7 was inserted
Type info; 	 message: Product  	7a2f237b-16d0-4ea1-b1bd-d879d5f41c61 was inserted
Type info; 	 message: OrderItem  	c7ddc73c-fcd3-4cee-acaa-256b5de3c5cd was inserted
Type info; 	 message: OrderItem  	b1b3eba9-9fa3-4854-8c58-3827711f1225 was inserted
Type info; 	 message: Order  	d30a7438-90f9-4402-a847-c8f3d8cd5cf6 was inserted
Type info; 	 message: OrderItem  	7859f29e-4911-4c3b-be89-08bcc84a6431 was inserted
Type info; 	 message: Order  	cd133223-4cd7-4535-9adf-fc57fd06c16d was inserted
Type info; 	 message: Order  	cd133223-4cd7-4535-9adf-fc57fd06c16d was deleted
Type info; 	 message: Order  	 cd133223-4cd7-4535-9adf-fc57fd06c16d was inserted
Type info; 	 message: Customer  	3445c387-e76f-467d-a465-930c4e61261f was inserted
Type info; 	 message: Product  	8269e014-707b-4841-a4b4-7a3aff51255e was inserted
Type info; 	 message: Product  	95f127c2-ac29-4227-b7b4-8989b28412e9 was inserted
Type info; 	 message: OrderItem  	b7a6c7e7-c8d1-4d6c-b251-11711a9c4400 was inserted
Type info; 	 message: OrderItem  	dbfd90a2-b122-4a31-b32c-4f313b57c9e8 was inserted
Type info; 	 message: Order  	b24bee56-d6a7-49e9-b1ca-7b2ee8545a49 was inserted
Type info; 	 message: OrderItem  	51f74e97-7973-4b81-98d4-ab9afc1a4bdd was inserted
Type info; 	 message: Order  	01e863e6-006f-4228-b6b2-1eb0495f6c38 was inserted
Type info; 	 message: Order  	01e863e6-006f-4228-b6b2-1eb0495f6c38 was deleted
Type info; 	 message: Customer  	d331f706-9d4c-4977-92df-02c9ca668b69 was inserted
Type info; 	 message: Product  	4aa46dc3-bddf-407f-92e5-214d41d5b313 was inserted
Type info; 	 message: Product  	d624eb32-4547-42fc-8ba7-d0d0704e3797 was inserted
Type info; 	 message: OrderItem  	5d9fe78e-7b27-4160-aa7a-ea5a52de104e was inserted
Type info; 	 message: OrderItem  	5c329166-22c7-483b-9940-aa81323ae995 was inserted
Type info; 	 message: Order  	6b18c0b3-70c1-4b0f-b1fd-a808f05c4b5e was inserted
Type info; 	 message: OrderItem  	ad73bf03-8952-4afb-8986-5863dabc08e0 was inserted
Type info; 	 message: Order  	cb7cf828-6ffa-47b9-8b4c-7a777a55b702 was inserted
Type info; 	 message: Order  	cb7cf828-6ffa-47b9-8b4c-7a777a55b702 was deleted
Type info; 	 message: Order  	cb7cf828-6ffa-47b9-8b4c-7a777a55b702 was inserted
Type info; 	 message: Customer  	6acbe746-a0d1-4bb4-950d-481970658dfb was inserted
Type info; 	 message: Product  	07d78e19-e534-4530-8661-e3f7a6077cf4 was inserted
Type info; 	 message: Product  	82293616-f394-44fc-8b59-f9d29b48984b was inserted
Type info; 	 message: OrderItem  	74014b63-5783-48c7-ac01-25da6cd655ed was inserted
Type info; 	 message: OrderItem  	7076a48d-8d89-4195-9a83-31f1c7df8271 was inserted
Type info; 	 message: Order  	026e5d4f-cc61-452d-9fbc-d59cc0c590e1 was inserted
Type info; 	 message: OrderItem  	9f272748-d8d5-44b5-a14c-76ca47562c82 was inserted
Type info; 	 message: Order  	e1cc6173-c375-402c-80e4-500eeaedf73f was inserted
Type info; 	 message: Order  	e1cc6173-c375-402c-80e4-500eeaedf73f was deleted
Type info; 	 message: Order  	e1cc6173-c375-402c-80e4-500eeaedf73f was inserted
Type info; 	 message: Customer  	61c67f62-aedd-41c9-8159-9f28e6adc990 was inserted
Type info; 	 message: Product  	3d186358-3054-4e1d-9990-6baaf88b1a75 was inserted
Type info; 	 message: Product  	20af6a2b-89a2-4f6b-952d-73c5b42f87d6 was inserted
Type info; 	 message: OrderItem  	50c86ac5-8ffa-4464-a281-aa8e18223bce was inserted
Type info; 	 message: OrderItem  	d4c99e63-9514-4d1c-8d66-d0f293353578 was inserted
Type info; 	 message: Order  	5e800f3d-3c33-4dac-89d8-24a11d39e784 was inserted
Type info; 	 message: OrderItem  	f4f1f188-ec44-4980-aba3-f3890488ee76 was inserted
Type info; 	 message: Order  	b8cc6f6f-a204-4098-bbe4-cb2fa83f3b42 was inserted
Type info; 	 message: Order  	b8cc6f6f-a204-4098-bbe4-cb2fa83f3b42 was deleted
Type info; 	 message: Order  	b8cc6f6f-a204-4098-bbe4-cb2fa83f3b42 was inserted
Type info; 	 message: Customer  	a1efa07b-683f-4ea0-a834-83c65cfdcd3c was inserted
Type info; 	 message: Product  	b44ddd7f-2fdc-4e1f-818e-3bca19225a9f was inserted
Type info; 	 message: Product  	f9534450-286c-4921-9b18-cfea196d6e93 was inserted
Type info; 	 message: OrderItem  	140441f0-1b2a-4934-b9a0-3f9d7b3b6a41 was inserted
Type info; 	 message: OrderItem  	d4a938ba-8719-4364-9e3d-60a9c27cda7c was inserted
Type info; 	 message: Order  	fb689412-4bbe-4d21-b38c-c5ec424ca3f2 was inserted
Type info; 	 message: OrderItem  	fbc7e44f-9215-423e-b255-c07753f66e7d was inserted
Type info; 	 message: Order  	566c8b46-6320-4b7a-8616-3db0706909eb was inserted
Type info; 	 message: Order  	566c8b46-6320-4b7a-8616-3db0706909eb was deleted
Type info; 	 message: Order  	566c8b46-6320-4b7a-8616-3db0706909eb was inserted
Type info; 	 message: Customer  	69a16bdc-cc7d-49a1-b8d3-f9f735736fbb was inserted
Type info; 	 message: Product  	71afab79-7331-41e2-bb10-fd8f8879de8f was inserted
Type info; 	 message: Product  	addc59aa-fbde-4eb8-aa44-4df8f386341d was inserted
Type info; 	 message: OrderItem  	e696f3fd-3ad0-498d-881e-b36632ae697a was inserted
Type info; 	 message: OrderItem  	f21a9eb8-41b5-41aa-b6ec-0cfdac85655b was inserted
Type info; 	 message: Order  	960d701a-33ec-49af-8e8c-891ad243eccd was inserted
Type info; 	 message: OrderItem  	98aecbd7-35d6-425c-bd7c-035ffaa9e092 was inserted
Type info; 	 message: Order  	cd378b09-1ba1-42a7-bca6-118449b0e71c was inserted
Type info; 	 message: Order  	cd378b09-1ba1-42a7-bca6-118449b0e71c was deleted
Type info; 	 message: Order  	cd378b09-1ba1-42a7-bca6-118449b0e71c was inserted
Type info; 	 message: Customer  	958c861c-9bb6-428e-adcb-9debdbf2a990 was inserted
Type info; 	 message: Product  	c1b011c5-8a1c-4574-bdb2-e985a3d256b5 was inserted
Type info; 	 message: Product  	a74731ac-b57f-4efb-8ae4-6b7a5958104e was inserted
Type info; 	 message: OrderItem  	d972a988-5885-46f6-852e-6b203f59dce4 was inserted
Type info; 	 message: OrderItem  	1d9aa9e6-b0f4-41c3-b098-73cfac89ba44 was inserted
Type info; 	 message: Order  	6fe578c1-43ab-4061-8395-967a8e2a30f6 was inserted
Type info; 	 message: OrderItem  	af1b2696-33c2-4564-8d56-2e2ffcfe845f was inserted
Type info; 	 message: Order  	565895d5-3d47-449c-bb69-0b4c89a9cc2a was inserted
Type info; 	 message: Order  	565895d5-3d47-449c-bb69-0b4c89a9cc2a was deleted
Type info; 	 message: Order  	565895d5-3d47-449c-bb69-0b4c89a9cc2a was inserted
Type info; 	 message: Customer  	a753627a-4ad1-4363-bc2c-715f40de674c was inserted
Type info; 	 message: Product  	000b3734-b566-482b-ad1b-268bd03effe8 was inserted
Type info; 	 message: Product  	c6ce2df6-93e3-4b5f-ad55-6f062ea23269 was inserted
Type info; 	 message: OrderItem  	1db49369-ec0b-405b-ab49-dda59c90c4ea was inserted
Type info; 	 message: OrderItem  	54de9be8-350f-461c-b668-7089b3b52479 was inserted
Type info; 	 message: Customer  	ebbbe385-6232-4135-8c0c-5edf2e5f45a0 was inserted
